,ID,Cardio_service,MMA_service,Cycling_service,HSI_unlimited,Total_Revenues_Package,Total_Discount_Promo,Duration,Observed,W,Province_Quebec
7615931,9500104127951825,1,0,1,1,126.5,20.0,94.0,False,64.0,0
14913120,9500208144281825,1,0,1,1,176.5,54.5,17.0,False,-13.0,0
8076488,9500108870871825,1,0,1,1,128.44,0.0,609.0,False,579.0,0
2593757,9500046727351825,1,1,1,1,215.49,86.0,69.0,False,39.0,0
6465976,9500091057641825,1,0,1,1,113.0,12.0,291.0,False,261.0,0
4246278,9500066947601825,1,1,1,1,199.44,30.0,139.0,False,109.0,0
14582746,9500197581641825,1,0,0,0,0.0,0.0,12.0,True,-9.0,0
7312372,9500100462131825,0,1,1,0,90.48,0.0,160.0,False,130.0,0
13457374,9500165634681825,0,1,1,0,138.99,0.0,51.0,True,42.0,0
15461859,9500229247041825,1,0,0,1,103.0,15.0,10.0,False,-20.0,0
15596727,9500238588101825,1,0,1,1,143.5,53.5,7.0,False,-23.0,0
17159897,9600042670551825,1,0,0,1,85.0,12.0,41.0,False,11.0,1
13639294,9500169097371825,0,0,1,0,51.5,14.0,29.0,False,-1.0,0
21631259,9600151842991825,1,1,1,0,120.99000000000001,0.0,35.0,False,5.0,1
19082143,9600086447211825,0,0,1,0,0.0,0.0,351.0,True,333.0,1
7361419,9500101376811825,0,0,1,0,88.99,0.0,88.0,True,77.0,0
19484975,9600098644681825,0,0,1,0,0.0,0.0,123.0,True,119.0,1
13480928,9500165851491825,0,0,1,0,0.0,0.0,66.0,False,36.0,0
17887486,9600059284161825,1,1,1,1,175.99,36.0,356.0,False,326.0,1
20062661,9600111346601825,1,1,1,1,163.99,40.0,166.0,False,136.0,1
8065340,9500108810641825,1,1,1,1,193.49,32.0,187.0,False,157.0,0
18846639,9600082562521825,0,1,1,0,69.99000000000001,0.0,110.0,False,80.0,1
22612680,9600194623291825,1,0,1,1,113.45,0.0,22.0,False,-8.0,1
11278681,9500143368341825,1,1,1,0,0.0,0.0,21.0,True,3.0,0
11217401,9500142666681825,1,0,1,0,0.0,0.0,92.0,True,88.0,0
2527193,9500045900511825,0,1,0,0,56.99,25.0,85.0,False,55.0,0
13870604,9500178486861825,1,0,1,1,184.5,10.0,27.0,False,-3.0,0
20868732,9600133600731825,1,0,1,0,65.95,20.0,294.0,False,264.0,1
6714949,9500093779831825,0,0,1,0,68.99,0.0,264.0,True,261.0,0
6233723,9500088802011825,1,0,0,1,89.95,0.0,194.0,False,164.0,0
10225169,9500132172411825,1,0,1,1,153.99,0.0,64.0,True,56.0,0
15486666,9500230914531825,1,1,1,1,208.49,73.5,10.0,False,-20.0,0
7641022,9500104395821825,1,0,1,1,192.44,0.0,279.0,False,249.0,0
9010113,9500119428321825,1,1,1,1,238.48,97.99000000000001,169.0,False,139.0,0
14240624,9500187639001825,1,0,0,1,98.0,0.0,24.0,False,-6.0,0
14904443,9500207875171825,1,0,1,1,149.5,44.0,17.0,False,-13.0,0
14120768,9500184540701825,1,0,1,1,130.5,60.0,25.0,False,-5.0,0
2528039,9500045907211825,1,0,1,0,112.44,0.0,160.0,False,130.0,0
17823811,9600058384251825,1,0,1,0,67.95,0.0,193.0,True,175.0,1
848072,9500025949311825,1,0,1,1,153.5,0.0,124.0,True,104.0,0
2148152,9500041911081825,1,1,1,1,237.48000000000002,48.0,229.0,False,199.0,0
9351605,9500122745651825,1,1,1,1,162.45,17.0,192.0,False,162.0,0
604931,9500023132331825,1,0,0,1,95.0,0.0,56.0,True,52.0,0
8972515,9500119133041825,1,0,1,1,170.49,83.0,155.0,False,125.0,0
15317348,9500221994891825,1,0,0,1,103.0,50.0,12.0,False,-18.0,0
745473,9500024977051825,0,0,1,0,32.5,0.0,178.0,False,148.0,0
21785248,9600155145781825,1,0,1,1,130.49,24.0,85.0,True,55.0,1
17761157,9600057415791825,0,0,1,0,24.0,0.0,48.0,True,38.0,1
7307526,9500100415111825,1,0,1,1,154.44,0.0,54.0,True,39.0,0
11185859,9500142307711825,0,0,1,0,43.49,0.0,93.0,True,79.0,0
12074245,9500152290041825,1,1,1,0,187.43,0.0,298.0,False,268.0,0
6103225,9500087396961825,1,0,0,0,79.95,0.0,121.0,False,91.0,0
5273835,9500077954751825,1,0,0,0,65.95,0.0,112.0,False,82.0,0
1000390,9500029339981825,1,0,0,1,103.0,0.0,59.0,False,29.0,0
11576524,9500146527431825,1,0,1,1,146.5,55.0,40.0,False,10.0,0
3663607,9500060425641825,1,1,1,1,190.49,90.0,179.0,False,149.0,0
15714731,9500255706371825,1,0,0,1,103.0,23.0,0.0,False,-30.0,0
21431449,9600149939481825,1,1,1,0,125.99000000000001,47.0,360.0,False,330.0,1
20240037,9600115203891825,1,1,0,1,133.44,28.0,265.0,False,235.0,1
23232607,9600251891221825,1,0,1,1,140.0,15.0,1.0,False,-29.0,1
1909215,9500040132781825,0,0,1,0,69.49,18.0,307.0,False,277.0,0
11974994,9500150208331825,1,0,0,1,98.0,0.0,73.0,False,43.0,0
1588914,9500037411681825,1,1,1,0,204.48000000000002,67.0,112.0,False,82.0,0
17744173,9600056645321825,1,0,1,1,105.0,15.0,30.0,False,0.0,1
13747112,9500174002721825,0,0,1,0,0.0,0.0,1.0,True,-2.0,0
10185043,9500131762071825,1,0,1,0,0.0,0.0,243.0,True,236.0,0
20833050,9600132476431825,1,0,0,1,102.95,37.0,66.0,False,36.0,1
374,9500015932561825,1,1,1,1,177.99,0.0,14.0,True,3.0,0
15596342,9500238565331825,1,1,0,1,146.99,45.0,7.0,False,-23.0,0
19427936,9600096385321825,1,1,1,1,174.93,36.0,71.0,False,41.0,1
23191880,9600242152411825,1,0,0,1,85.0,10.0,5.0,False,-25.0,1
8846924,9500117261771825,1,1,1,1,224.48000000000002,62.0,113.0,False,83.0,0
22045760,9600162508911825,1,0,1,1,119.95,0.0,357.0,False,327.0,1
16626835,9600031844591825,0,1,1,0,92.48,0.0,303.0,False,273.0,1
18357535,9600067791801825,1,1,1,0,125.93,20.0,368.0,False,338.0,1
21899913,9600157187161825,1,1,1,1,110.99000000000001,16.0,38.0,False,8.0,1
16555466,9600030286721825,1,0,0,1,75.0,10.0,135.0,False,105.0,1
15355929,9500223811111825,1,0,0,1,113.0,50.0,12.0,False,-18.0,0
4666792,9500071640941825,1,1,0,1,158.94,20.0,59.0,False,29.0,0
22199377,9600170696881825,1,0,0,1,75.0,14.0,29.0,False,-1.0,1
15671721,9500245814861825,1,0,0,1,103.0,23.0,3.0,False,-27.0,0
1024750,9500029669151825,1,0,1,1,190.49,0.0,59.0,False,29.0,0
15961670,9600021588191825,1,1,1,0,152.93,0.0,432.0,False,402.0,1
4487043,9500070185711825,1,0,0,1,98.0,0.0,146.0,False,116.0,0
8722930,9500116055461825,1,1,0,1,124.94,0.0,205.0,False,175.0,0
22068631,9600163058021825,1,0,1,1,120.0,35.0,121.0,True,114.0,1
1448188,9500036020551825,0,0,1,0,44.99,0.0,401.0,False,371.0,0
10940307,9500139163131825,1,0,1,1,170.49,20.0,192.0,False,162.0,0
8970771,9500119121081825,1,1,1,1,194.44,42.0,156.0,False,126.0,0
10463861,9500134992861825,0,0,1,0,87.49,0.0,309.0,False,279.0,0
9990097,9500129617081825,1,1,0,0,119.94,0.0,10.0,True,8.0,0
1685750,9500038186851825,0,1,1,0,113.47999999999999,0.0,423.0,False,393.0,0
6877584,9500095272231825,1,0,1,1,170.49,20.0,280.0,False,250.0,0
3587765,9500059594951825,1,0,1,1,136.45,43.0,40.0,False,10.0,0
6780712,9500094333151825,1,0,0,0,72.95,0.0,54.0,True,45.0,0
18348308,9600067745201825,1,0,1,1,133.94,22.0,245.0,False,215.0,1
20869610,9600133605111825,1,1,1,0,176.93,60.0,432.0,False,402.0,1
12243225,9500153934381825,1,0,0,1,90.0,0.0,22.0,True,7.0,0
16313012,9600027724941825,0,1,1,0,76.48,14.0,419.0,False,389.0,1
16416127,9600028710071825,1,1,1,0,172.93,26.0,193.0,True,175.0,1
3093775,9500052754541825,1,1,0,1,158.94,0.0,115.0,False,85.0,0
5830880,9500084138701825,1,0,0,1,89.95,0.0,207.0,False,177.0,0
11757743,9500148255881825,1,0,0,1,85.0,0.0,6.0,True,5.0,0
9076234,9500119971661825,1,1,1,1,224.44,56.99,152.0,False,122.0,0
16890239,9600034608591825,1,0,1,0,85.0,35.0,144.0,False,114.0,1
23128416,9600231713871825,0,0,1,0,0.0,0.0,9.0,False,-21.0,1
23163672,9600237270061825,1,0,0,1,75.0,10.0,7.0,False,-23.0,1
23044577,9600221271171825,1,0,0,1,75.0,0.0,13.0,False,-17.0,1
15393209,9500225311291825,1,1,1,0,0.0,85.5,10.0,True,-19.0,0
6137824,9500087733491825,1,0,1,0,115.5,32.0,30.0,False,0.0,0
22607119,9600194312331825,1,0,0,1,83.45,0.0,0.0,True,-8.0,1
23218609,9600246633251825,1,0,1,1,15.0,0.0,3.0,False,-27.0,1
7315442,9500100570121825,1,0,0,1,80.95,0.0,72.0,False,42.0,0
21198594,9600142394901825,0,0,1,0,56.49,0.0,207.0,False,177.0,1
10792028,9500137505891825,1,0,1,0,74.95,8.0,87.0,False,57.0,0
15774214,9600017551931825,1,0,0,0,0.0,0.0,183.0,True,172.0,1
6426102,9500090668591825,1,0,1,1,175.49,0.0,394.0,False,364.0,0
17273523,9600047127871825,1,1,1,1,165.94,86.95,92.0,True,90.0,1
4199759,9500066506481825,1,0,0,1,103.0,20.0,89.0,False,59.0,0
9300872,9500122126561825,1,0,0,0,77.95,0.0,53.0,True,39.0,0
1374149,9500033949761825,1,0,1,0,104.95,0.0,25.0,True,24.0,0
14373117,9500191233691825,1,0,1,0,0.0,0.0,4.0,True,-7.0,0
8267511,9500111118001825,1,1,1,0,0.0,5.0,27.0,True,22.0,0
23161604,9600236927131825,1,0,1,1,111.95,44.0,7.0,False,-23.0,1
10206582,9500131957101825,1,1,1,1,194.43,0.0,83.0,False,53.0,0
18594367,9600074985091825,0,0,1,0,44.99,0.0,188.0,True,185.0,1
16775471,9600033520231825,0,0,1,0,47.49,0.0,364.0,False,334.0,1
9886451,9500128789511825,1,1,0,1,136.99,0.0,30.0,False,0.0,0
15038003,9500212430491825,1,0,0,0,0.0,0.0,7.0,True,-15.0,0
11191168,9500142353331825,1,0,1,1,170.49,0.0,107.0,False,77.0,0
19335829,9600092384731825,1,1,1,0,126.99000000000001,44.0,161.0,False,131.0,1
23108964,9600228360141825,1,0,0,0,0.0,0.0,0.0,True,-20.0,1
18124162,9600063325351825,1,1,1,0,175.93,80.99000000000001,356.0,False,326.0,1
8848408,9500117306581825,1,0,1,0,128.44,0.0,120.0,True,103.0,0
4307343,9500067503151825,1,1,1,1,236.44,55.0,137.0,False,107.0,0
15710894,9500253748321825,1,0,1,1,182.5,12.5,1.0,False,-29.0,0
7589517,9500103815781825,1,1,1,1,225.43,60.0,101.0,False,71.0,0
15712073,9500254315331825,1,1,1,1,229.49,34.5,0.0,False,-30.0,0
10184173,9500131757121825,1,1,1,0,219.43,68.99000000000001,353.0,False,323.0,0
1839812,9500039392001825,1,0,1,0,135.44,0.0,158.0,False,128.0,0
14630880,9500199070921825,1,1,1,0,0.0,0.0,0.0,True,-10.0,0
12238775,9500153846841825,0,1,1,0,0.0,0.0,98.0,True,89.0,0
8475208,9500113611161825,0,0,1,0,77.49,0.0,240.0,False,210.0,0
4091288,9500064969191825,0,1,1,0,66.99,0.0,16.0,True,4.0,0
14950142,9500209378071825,1,0,0,0,0.0,0.0,12.0,True,-14.0,0
629506,9500023357231825,1,0,1,1,145.5,28.0,384.0,False,354.0,0
11545436,9500146012371825,0,1,1,0,118.47999999999999,0.0,71.0,True,56.0,0
5816609,9500084014121825,1,1,1,1,193.49,100.99000000000001,81.0,False,51.0,0
15070091,9500213581361825,1,0,1,0,0.0,0.0,2.0,True,-15.0,0
8648741,9500115110581825,1,0,0,1,100.95,0.0,81.0,True,66.0,0
9214459,9500121144641825,0,0,1,0,77.49,0.0,149.0,False,119.0,0
8955460,9500118889441825,1,0,1,1,150.44,0.0,55.0,False,25.0,0
15849560,9600018791181825,1,0,0,1,63.45,0.0,42.0,False,12.0,1
22337781,9600179315071825,1,0,0,1,86.45,0.0,27.0,False,-3.0,1
19888701,9600108017641825,1,1,1,1,160.94,0.0,200.0,False,170.0,1
19921915,9600108535261825,1,0,1,1,96.0,24.0,258.0,False,228.0,1
15903451,9600020346141825,1,0,1,0,0.0,25.0,10.0,True,3.0,1
22941376,9600214120151825,1,0,1,0,0.0,0.0,14.0,True,-15.0,1
5860757,9500084457571825,1,1,0,1,158.94,0.0,64.0,False,34.0,0
8640644,9500114996501825,0,0,1,0,44.99,0.0,97.0,False,67.0,0
18870020,9600082766491825,1,0,1,1,136.94,0.0,60.0,False,30.0,1
20855125,9600133218851825,0,0,1,0,30.5,0.0,366.0,True,364.0,1
1584227,9500037363091825,1,0,0,1,98.0,10.0,34.0,False,4.0,0
19683651,9600101820581825,1,0,0,0,70.0,6.0,43.0,False,13.0,1
13496354,9500165951631825,1,1,1,1,248.48000000000002,80.0,318.0,False,288.0,0
20503,9500016217191825,1,1,0,1,141.94,0.0,99.0,True,78.0,0
12911639,9500160528681825,1,0,1,0,0.0,0.0,197.0,True,168.0,0
4904149,9500073181461825,1,1,1,0,0.0,0.0,269.0,True,262.0,0
7490309,9500102558481825,1,0,0,1,103.0,16.0,45.0,False,15.0,0
8494437,9500113801161825,1,1,1,0,179.43,0.0,343.0,False,313.0,0
8978951,9500119183781825,1,0,1,1,192.44,0.0,63.0,False,33.0,0
3011637,9500051170521825,1,0,0,1,85.0,0.0,31.0,True,20.0,0
22312961,9600178087051825,1,1,1,1,151.94,58.0,6.0,True,-3.0,1
2273237,9500043295911825,1,1,1,1,280.43,0.0,82.0,False,52.0,0
2744797,9500048235851825,1,0,1,0,144.44,0.0,64.0,False,34.0,0
21462621,9600150245521825,1,1,1,0,133.99,30.0,360.0,False,330.0,1
4619557,9500071261681825,0,0,1,0,69.49,0.0,321.0,True,296.0,0
2350725,9500043935481825,1,1,0,1,146.99,0.0,64.0,False,34.0,0
10110391,9500131026581825,1,1,1,0,204.48000000000002,0.0,498.0,False,468.0,0
21494971,9600150600361825,1,1,1,1,162.93,36.0,361.0,False,331.0,1
21823038,9600155748611825,0,1,1,0,59.98,0.0,109.0,False,79.0,1
19972945,9600110097141825,1,1,1,0,136.93,0.0,363.0,False,333.0,1
9184205,9500120893771825,1,0,0,1,103.0,16.0,61.0,False,31.0,0
21683813,9600153551961825,1,1,1,0,152.93,36.0,141.0,False,111.0,1
17624552,9600053790811825,1,1,1,0,0.0,0.0,84.0,True,58.0,1
16086148,9600024897271825,0,0,1,0,25.99,0.0,81.0,True,66.0,1
16244312,9600027182991825,1,1,1,0,122.94,10.0,363.0,False,333.0,1
17976405,9600060271921825,1,1,1,0,149.93,0.0,249.0,False,219.0,1
6404811,9500090402191825,1,0,0,1,103.0,0.0,37.0,False,7.0,0
1546598,9500037087041825,1,1,1,1,193.49,0.0,223.0,False,193.0,0
15714513,9500255563131825,1,0,0,1,103.0,0.0,0.0,False,-30.0,0
639697,9500023436511825,1,1,1,0,0.0,56.99,88.0,True,80.0,0
19157604,9600088012971825,1,1,1,1,136.0,45.0,72.0,False,42.0,1
5537266,9500080674111825,1,1,1,0,0.0,0.0,132.0,True,126.0,0
14158636,9500185497541825,1,0,1,1,150.5,75.0,25.0,False,-5.0,0
2975061,9500050753261825,0,0,1,0,0.0,0.0,51.0,False,21.0,0
11472355,9500145138201825,1,0,0,1,93.0,10.0,27.0,True,1.0,0
20925674,9600135127151825,1,1,1,1,165.99,30.0,312.0,False,282.0,1
15600912,9500238850601825,1,0,1,1,150.5,58.5,7.0,False,-23.0,0
5892768,9500084754241825,1,0,1,0,97.95,25.0,59.0,True,57.0,0
10325983,9500133371551825,1,1,0,0,128.94,0.0,80.0,True,70.0,0
8835021,9500117167231825,1,1,1,0,188.43,42.0,195.0,False,165.0,0
21656683,9600152053001825,1,0,1,0,120.94,0.0,253.0,False,223.0,1
15713597,9500255077201825,1,0,0,1,113.0,23.0,0.0,False,-30.0,0
12507317,9500157646871825,1,0,1,1,181.44,0.0,38.0,False,8.0,0
10641187,9500136236461825,1,1,0,1,170.99,0.0,55.0,False,25.0,0
12751767,9500159485121825,1,0,1,0,0.0,0.0,34.0,True,11.0,0
13230761,9500163898491825,1,0,0,0,0.0,0.0,117.0,True,90.0,0
10652118,9500136308981825,0,1,1,0,134.48,0.0,380.0,True,353.0,0
15147467,9500216222671825,1,1,1,1,224.49,124.49000000000001,14.0,False,-16.0,0
11631938,9500147166881825,1,0,1,1,105.95,20.0,89.0,False,59.0,0
5176515,9500076733421825,1,0,1,1,175.49,0.0,159.0,False,129.0,0
19764170,9600103936971825,1,0,1,1,86.45,14.0,48.0,False,18.0,1
10484535,9500135180101825,0,0,1,0,69.49,0.0,322.0,False,292.0,0
21379937,9600147858311825,1,1,1,0,0.0,0.0,193.0,True,180.0,1
14961814,9500209734481825,1,0,0,1,100.0,28.0,2.0,True,-14.0,0
10168973,9500131595261825,0,0,1,0,77.49,0.0,534.0,False,504.0,0
19091380,9600086497461825,1,0,1,1,106.45,24.0,215.0,False,185.0,1
10953291,9500139330521825,0,0,1,0,0.0,0.0,26.0,True,2.0,0
2674829,9500047667501825,1,1,1,1,238.48000000000002,0.0,170.0,False,140.0,0
17035123,9600036006521825,0,1,1,0,82.98,0.0,184.0,True,182.0,1
16109454,9600025691971825,1,0,1,1,96.0,18.0,76.0,False,46.0,1
22431012,9600184331151825,1,0,1,1,101.0,0.0,12.0,True,-5.0,1
9244787,9500121489751825,1,0,1,1,151.5,32.0,33.0,False,3.0,0
8552351,9500114259291825,1,0,1,1,118.0,26.0,188.0,False,158.0,0
13846843,9500177837191825,0,1,1,0,0.0,0.0,2.0,True,-3.0,0
15166839,9500216842181825,0,0,1,0,0.0,0.0,4.0,True,-16.0,0
21925571,9600158203631825,0,0,1,0,0.0,0.0,313.0,True,306.0,1
17475639,9600052206811825,0,0,1,0,31.99,0.0,240.0,False,210.0,1
13833700,9500177455101825,1,1,0,1,141.99,32.0,27.0,False,-3.0,0
1679420,9500038155581825,0,0,1,0,46.49,0.0,431.0,False,401.0,0
11973098,9500150192231825,1,1,1,1,189.94,0.0,45.0,True,44.0,0
17431288,9600051695321825,1,1,0,0,109.44,20.0,103.0,False,73.0,1
10822561,9500137830771825,0,1,0,0,0.0,0.0,137.0,True,121.0,0
16337511,9600027994971825,1,1,1,0,147.93,36.0,121.0,False,91.0,1
18355763,9600067784221825,1,1,1,1,180.93,0.0,349.0,True,338.0,1
20992539,9600138883541825,0,1,1,0,68.49000000000001,0.0,95.0,True,84.0,1
12752598,9500159490491825,1,1,0,1,136.99,24.0,181.0,False,151.0,0
20025191,9600110558811825,0,1,1,0,0.0,0.0,102.0,True,77.0,1
14422153,9500192674221825,1,1,1,1,187.49,42.0,23.0,False,-7.0,0
9943464,9500129247301825,1,1,1,1,195.49,0.0,38.0,False,8.0,0
15353047,9500223687531825,1,1,1,1,177.49,49.5,12.0,False,-18.0,0
880738,9500026938811825,1,0,1,1,175.49,32.0,369.0,False,339.0,0
16085133,9600024738121825,1,0,1,0,96.94,0.0,96.0,False,66.0,1
12094750,9500152477821825,1,1,1,1,204.44,0.0,292.0,False,262.0,0
11786902,9500148452891825,1,0,1,1,167.0,0.0,8.0,True,4.0,0
19760427,9600103770961825,1,1,1,1,172.94,27.0,59.0,True,46.0,1
14497597,9500195007151825,1,1,0,1,146.99,32.0,22.0,False,-8.0,0
2394481,9500044329321825,0,0,1,0,32.5,25.0,63.0,False,33.0,0
7293262,9500099917001825,1,0,1,0,140.44,0.0,69.0,False,39.0,0
4617298,9500071249321825,1,1,1,0,206.43,0.0,406.0,False,376.0,0
9833369,9500128376431825,1,0,0,1,93.0,35.0,37.0,False,7.0,0
17290358,9600047593581825,1,1,1,0,0.0,0.0,27.0,True,20.0,1
2589710,9500046658531825,1,0,1,1,200.49,32.0,53.0,False,23.0,0
11113581,9500141276541825,1,1,1,0,156.94,35.0,114.0,True,113.0,0
23236178,9600254401941825,1,0,1,1,110.0,38.0,0.0,False,-30.0,1
264220,9500018406651825,1,0,1,0,0.0,0.0,443.0,True,426.0,0
15370838,9500224394481825,1,0,0,1,103.0,20.0,12.0,False,-18.0,0
975534,9500028982661825,1,1,1,1,224.48000000000002,52.0,259.0,False,229.0,0
14348030,9500190469581825,1,1,1,1,182.49,0.0,23.0,False,-7.0,0
9994920,9500129648271825,0,0,1,0,44.99,0.0,240.0,False,210.0,0
9109054,9500120243331825,1,1,1,1,208.44,34.0,163.0,False,133.0,0
461658,9500020974891825,1,0,0,1,93.0,10.0,109.0,False,79.0,0
2451560,9500044891631825,0,0,1,0,87.49,0.0,40.0,False,10.0,0
6551979,9500092051011825,1,0,0,0,0.0,0.0,44.0,True,16.0,0
3200158,9500054406111825,1,1,1,1,193.44,48.0,148.0,False,118.0,0
2448165,9500044863001825,1,1,1,1,238.48000000000002,36.0,58.0,False,28.0,0
13971018,9500181097571825,1,0,0,1,103.0,0.0,26.0,False,-4.0,0
15177471,9500217205661825,1,0,0,1,113.0,25.0,14.0,False,-16.0,0
15798458,9600017906611825,1,0,0,1,75.0,0.0,192.0,True,170.0,1
15181171,9500217320821825,1,0,0,0,0.0,0.0,14.0,True,-16.0,0
17988387,9600060639081825,0,0,1,0,38.99,0.0,244.0,False,214.0,1
22932554,9600213594481825,1,0,0,1,85.0,20.0,15.0,False,-15.0,1
10628115,9500136154771825,0,0,1,0,0.0,0.0,115.0,True,104.0,0
8832138,9500117145871825,1,0,0,1,89.95,16.0,134.0,False,104.0,0
23026042,9600219659701825,1,1,1,1,113.45,68.5,13.0,False,-17.0,1
1585314,9500037369601825,0,0,1,0,0.0,0.0,25.0,True,3.0,0
15993238,9600022351871825,1,0,1,0,0.0,0.0,178.0,False,148.0,1
15692819,9500249414411825,1,1,1,1,200.49,61.5,2.0,False,-28.0,0
8102425,9500109076381825,1,0,1,1,139.49,20.0,491.0,False,461.0,0
740571,9500024938781825,1,1,1,0,186.93,10.0,117.0,True,116.0,0
14062645,9500183183661825,1,0,0,0,0.0,0.0,15.0,True,-5.0,0
11416220,9500144507341825,0,0,1,0,45.0,0.0,16.0,True,8.0,0
21655865,9600152050031825,1,0,1,1,96.0,20.0,209.0,False,179.0,1
7048132,9500097373921825,0,1,1,0,121.47999999999999,0.0,251.0,False,221.0,0
6069230,9500087047321825,1,0,0,1,103.95,30.0,60.0,False,30.0,0
3111984,9500053155241825,1,1,1,0,168.44,0.0,99.0,False,69.0,0
12771050,9500159597741825,1,0,0,0,80.0,0.0,13.0,True,2.0,0
15031327,9500212149741825,1,0,0,1,113.0,0.0,12.0,True,-14.0,0
16854406,9600034370551825,1,1,1,0,75.0,0.0,79.0,False,49.0,1
19322495,9600092301081825,0,1,1,0,117.48,0.0,289.0,True,260.0,1
15693689,9500249611911825,1,0,0,1,103.0,23.0,2.0,False,-28.0,0
16395630,9600028549381825,0,1,1,0,91.48,12.0,432.0,False,402.0,1
14817082,9500205145641825,1,0,0,1,98.0,0.0,18.0,False,-12.0,0
8498222,9500113822781825,1,0,1,1,172.49,0.0,324.0,False,294.0,0
20091518,9600111809601825,1,1,1,1,189.93,0.0,204.0,False,174.0,1
673059,9500024021921825,1,0,1,1,139.49,0.0,103.0,False,73.0,0
8774922,9500116595681825,1,1,0,1,158.94,0.0,201.0,False,171.0,0
579298,9500022639821825,1,0,1,1,130.5,0.0,123.0,False,93.0,0
9054358,9500119785881825,1,0,1,1,178.94,20.0,44.0,True,30.0,0
7926247,9500107063371825,1,1,1,1,225.44,0.0,46.0,False,16.0,0
5610526,9500081244101825,0,0,1,0,77.49,0.0,115.0,False,85.0,0
13800150,9500175750241825,1,0,0,0,0.0,0.0,25.0,True,-2.0,0
4095914,9500065002071825,1,1,0,1,159.99,0.0,121.0,False,91.0,0
13759559,9500174431161825,1,1,1,0,0.0,0.0,25.0,True,-2.0,0
12872548,9500160301381825,0,0,1,0,0.0,0.0,176.0,True,146.0,0
8565034,9500114339071825,1,1,1,0,151.99,40.0,224.0,False,194.0,0
15032195,9500212193041825,0,1,1,0,108.49,22.0,16.0,False,-14.0,0
10062955,9500130343231825,1,0,1,1,200.49,0.0,179.0,False,149.0,0
8175511,9500109658671825,1,1,1,1,229.48000000000002,56.99,296.0,False,266.0,0
5332282,9500078743791825,1,1,0,0,118.94,0.0,78.0,False,48.0,0
5741024,9500082786611825,1,1,1,0,216.43,88.99000000000001,372.0,False,342.0,0
1679111,9500038154261825,1,0,0,1,93.0,0.0,292.0,False,262.0,0
5963580,9500085473211825,1,0,1,1,162.49,0.0,57.0,False,27.0,0
22105000,9600163460381825,1,0,1,1,136.94,29.0,59.0,False,29.0,1
10872730,9500138198971825,1,1,1,1,230.48,60.0,143.0,False,113.0,0
12973212,9500160871531825,1,1,1,0,181.49,26.0,195.0,False,165.0,0
10758956,9500137145931825,0,0,1,0,0.0,0.0,39.0,True,10.0,0
12537028,9500157894111825,0,0,1,0,63.99,0.0,230.0,True,222.0,0
151511,9500017214931825,1,1,1,0,0.0,0.0,444.0,True,426.0,0
3308820,9500056234481825,1,0,0,1,114.95,0.0,101.0,False,71.0,0
22384482,9600181712101825,1,0,1,0,0.0,0.0,18.0,True,-4.0,1
2685898,9500047734671825,1,0,1,1,181.44,28.0,215.0,False,185.0,0
22694104,9600200057941825,1,0,1,0,0.0,0.0,11.0,True,-10.0,1
6355251,9500089929071825,1,1,0,1,171.94,0.0,129.0,False,99.0,0
15441195,9500227971911825,1,0,1,1,135.5,44.5,11.0,False,-19.0,0
1599839,9500037473141825,1,0,1,1,172.49,20.0,355.0,False,325.0,0
21013824,9600139271031825,0,0,1,0,0.0,0.0,171.0,False,141.0,1
21311083,9600145747061825,1,0,1,0,86.45,0.0,83.0,True,78.0,1
8583716,9500114496221825,0,1,1,0,76.49000000000001,40.0,224.0,False,194.0,0
15654523,9500243505771825,0,0,1,0,40.5,12.5,4.0,False,-26.0,0
18411017,9600068601621825,1,0,0,1,90.95,0.0,22.0,True,9.0,1
18595482,9600075045791825,1,0,0,1,70.0,10.0,22.0,True,21.0,1
8371841,9500112610761825,1,1,1,1,171.43,0.0,111.0,False,81.0,0
11383108,9500144243171825,1,1,1,1,208.49,30.0,33.0,False,3.0,0
23004146,9600218143191825,0,0,1,0,-3.0,0.0,14.0,False,-16.0,1
23167875,9600237978921825,1,0,0,1,75.0,15.0,7.0,False,-23.0,1
16111341,9600025841701825,1,0,1,1,136.94,20.0,76.0,False,46.0,1
21139151,9600141114751825,1,1,1,1,126.99000000000001,0.0,157.0,True,141.0,1
5369276,9500079138701825,1,1,0,1,142.99,25.0,63.0,True,46.0,0
3817873,9500062184461825,1,0,1,1,133.45,0.0,38.0,True,17.0,0
21495965,9600150655221825,1,1,1,0,134.93,0.0,363.0,False,333.0,1
4815300,9500072611631825,0,0,1,0,77.49,0.0,539.0,False,509.0,0
13230965,9500163901361825,1,1,1,0,0.0,0.0,110.0,True,90.0,0
13907398,9500179480231825,1,0,1,1,144.5,24.5,27.0,False,-3.0,0
21501650,9600150680471825,1,1,1,0,147.93,26.0,363.0,False,333.0,1
17663683,9600054976691825,1,0,1,1,86.51,10.0,60.0,False,30.0,1
15982784,9600021986581825,0,0,1,0,30.5,0.0,242.0,True,224.0,1
8497563,9500113819081825,1,0,1,0,138.94,0.0,459.0,True,450.0,0
4560449,9500070769421825,1,1,1,0,0.0,0.0,383.0,True,378.0,0
15082164,9500214027771825,1,1,0,1,146.99,61.0,15.0,False,-15.0,0
17154699,9600042472891825,0,0,1,0,0.0,0.0,42.0,False,12.0,1
